"CountryCode","year","population","region"
"BOL",2005,9125409,"Americas"
"BRA",2005,186917361,"Americas"
"BRB",2005,274009,"Americas"
"BRN",2005,365158,"Asia"
"BTN",2005,656639,"Asia"
"BWA",2005,1855852,"Africa"
"CAF",2005,4127910,"Africa"
"CAN",2005,32312000,"Americas"
"CHE",2005,7437115,"Europe"
"CHL",2005,16147064,"Americas"
"CHN",2005,1303720000,"Asia"
"CIV",2005,18336303,"Africa"
"CMR",2005,17420795,"Africa"
"COD",2005,54751476,"Africa"
"COG",2005,3718243,"Africa"
"COL",2005,43285634,"Americas"
"COM",2005,611627,"Africa"
"CPV",2005,474567,"Africa"
"CRI",2005,4247841,"Americas"
"CUB",2005,11284253,"Americas"
"CUW",2005,137658,"Americas"
"CYM",2005,48622,"Americas"
"CYP",2005,1027658,"Asia"
"CZE",2005,10211216,"Europe"
"DEU",2005,82469422,"Europe"
"DJI",2005,783254,"Africa"
"DMA",2005,70627,"Americas"
"DNK",2005,5419432,"Europe"
"DOM",2005,9237566,"Americas"
"DZA",2005,33288437,"Africa"
"ECU",2005,13735233,"Americas"
"EGY",2005,76778149,"Africa"
"ERI",2005,3969007,"Africa"
"ESP",2005,43653155,"Europe"
"EST",2005,1354775,"Europe"
"ETH",2005,76727083,"Africa"
"FIN",2005,5246096,"Europe"
"FJI",2005,821817,"Oceania"
"FRA",2005,63179356,"Europe"
"FRO",2005,48285,"Europe"
"FSM",2005,106196,"Oceania"
"GAB",2005,1403126,"Africa"
"GBR",2005,60401206,"Europe"
"GEO",2005,4190000,"Asia"
"GHA",2005,21542009,"Africa"
"GIB",2005,32085,"Europe"
"GIN",2005,9679745,"Africa"
"GMB",2005,1444204,"Africa"
"GNB",2005,1380838,"Africa"
"GNQ",2005,757317,"Africa"
"GRC",2005,10987314,"Europe"
"GRD",2005,102949,"Americas"
"GRL",2005,56935,"Americas"
"GTM",2005,13096028,"Americas"
"GUM",2005,158402,"Oceania"
"GUY",2005,750946,"Americas"
"HKG",2005,6813200,"Asia"
"HND",2005,7373430,"Americas"
"HRV",2005,4442000,"Europe"
"HTI",2005,9263404,"Americas"
"HUN",2005,10087065,"Europe"
"IDN",2005,226712730,"Asia"
"IMN",2005,76118,"Europe"
"IND",2005,1144118674,"Asia"
"IRL",2005,4159914,"Europe"
"IRN",2005,70421811,"Asia"
"IRQ",2005,27008426,"Asia"
"ISL",2005,296734,"Europe"
"ISR",2005,6930100,"Asia"
"ITA",2005,57969484,"Europe"
"JAM",2005,2744673,"Americas"
"JOR",2005,5714111,"Asia"
"JPN",2005,127773000,"Asia"
"KAZ",2005,15147029,"Asia"
"KEN",2005,36048288,"Africa"
"KGZ",2005,5162600,"Asia"
"KHM",2005,13270201,"Asia"
"KIR",2005,92325,"Oceania"
"KNA",2005,48611,"Americas"
"KOR",2005,48184561,"Asia"
"KWT",2005,2276623,"Asia"
"LAO",2005,5754026,"Asia"
"LBN",2005,3986852,"Asia"
"LBR",2005,3261230,"Africa"
"LBY",2005,5792688,"Africa"
"LCA",2005,163714,"Americas"
"LIE",2005,34852,"Europe"
"LKA",2005,19373000,"Asia"
"LSO",2005,1949543,"Africa"
"LTU",2005,3322528,"Europe"
"LUX",2005,465158,"Europe"
"LVA",2005,2238799,"Europe"
"MAC",2005,482559,"Asia"
"MAF",2005,27906,"Americas"
"MAR",2005,30521070,"Africa"
"MCO",2005,33793,"Europe"
"MDA",2005,3595187,"Europe"
"MDG",2005,18336724,"Africa"
"MDV",2005,321000,"Asia"
"MEX",2005,108472228,"Americas"
"MHL",2005,52055,"Oceania"
"MKD",2005,2060272,"Europe"
"MLI",2005,12798763,"Africa"
"MLT",2005,403834,"Europe"
"MMR",2005,48482614,"Asia"
"MNE",2005,614261,"Europe"
"MNG",2005,2526446,"Asia"
"MNP",2005,63744,"Oceania"
"MOZ",2005,20923070,"Africa"
"MRT",2005,3130720,"Africa"
"MUS",2005,1228254,"Africa"
"MWI",2005,13039711,"Africa"
"MYS",2005,25659393,"Asia"
"NAM",2005,2032196,"Africa"
"NCL",2005,231000,"Oceania"
"NER",2005,13618449,"Africa"
"NGA",2005,138939478,"Africa"
"NIC",2005,5379328,"Americas"
"NLD",2005,16319868,"Europe"
"NOR",2005,4623291,"Europe"
"NPL",2005,25640287,"Asia"
"NRU",2005,10115,"Oceania"
"NZL",2005,4133900,"Oceania"
"OMN",2005,2511269,"Asia"
"PAK",2005,153909667,"Asia"
"PAN",2005,3330465,"Americas"
"PER",2005,27610410,"Americas"
"PHL",2005,86274237,"Asia"
"PLW",2005,19906,"Oceania"
"PNG",2005,6314709,"Oceania"
"POL",2005,38165445,"Europe"
"PRI",2005,3821362,"Americas"
"PRK",2005,23904167,"Asia"
"PRT",2005,10503330,"Europe"
"PRY",2005,5795494,"Americas"
"PSE",2005,3320396,"Asia"
"PYF",2005,254886,"Oceania"
"QAT",2005,864863,"Asia"
"ROU",2005,21319685,"Europe"
"RUS",2005,143518523,"Europe"
"RWA",2005,8991735,"Africa"
"SAU",2005,23905654,"Asia"
"SDN",2005,30911914,"Africa"
"SEN",2005,11251266,"Africa"
"SGP",2005,4265762,"Asia"
"SLB",2005,469885,"Oceania"
"SLE",2005,5658379,"Africa"
"SLV",2005,6028961,"Americas"
"SMR",2005,29240,"Europe"
"SOM",2005,10409925,"Africa"
"SRB",2005,7440769,"Europe"
"SSD",2005,8108877,"Africa"
"STP",2005,155630,"Africa"
"SUR",2005,498946,"Americas"
"SVK",2005,5372807,"Europe"
"SVN",2005,2000474,"Europe"
"SWE",2005,9029572,"Europe"
"SWZ",2005,1105873,"Africa"
"SXM",2005,36934,"Americas"
"SYC",2005,82858,"Africa"
"SYR",2005,18294611,"Asia"
"TCA",2005,26448,"Americas"
"TCD",2005,10067009,"Africa"
"TGO",2005,5683268,"Africa"
"THA",2005,65425470,"Asia"
"TJK",2005,6854176,"Asia"
"TKM",2005,4754641,"Asia"
"TLS",2005,1026484,"Asia"
"TON",2005,101041,"Oceania"
"TTO",2005,1296934,"Americas"
"TUN",2005,10102482,"Africa"
"TUR",2005,67903406,"Asia"
"TUV",2005,10027,"Oceania"
"TZA",2005,39410545,"Africa"
"UGA",2005,28543940,"Africa"
"UKR",2005,47105150,"Europe"
"URY",2005,3325612,"Americas"
"USA",2005,295516599,"Americas"
"UZB",2005,26167000,"Asia"
"VCT",2005,108744,"Americas"
"VEN",2005,26784161,"Americas"
"VGB",2005,23168,"Americas"
"VIR",2005,107863,"Americas"
"VNM",2005,82392100,"Asia"
"VUT",2005,209370,"Oceania"
"WSM",2005,179929,"Oceania"
"YEM",2005,20582927,"Asia"
"ZAF",2005,47606670.2439658,"Africa"
"ZMB",2005,12052156,"Africa"
"ZWE",2005,12940032,"Africa"
"ABW",2006,100832,"Americas"
"AFG",2006,25893450,"Asia"
"AGO",2006,20262399,"Africa"
"ALB",2006,2992547,"Europe"
"AND",2006,80991,"Europe"
"ARE",2006,5242032,"Asia"
"ARG",2006,39558890,"Americas"
"ARM",2006,2958500,"Asia"
"ASM",2006,58650,"Oceania"
"ATG",2006,90301,"Americas"
"AUS",2006,20697900,"Oceania"
"AUT",2006,8268641,"Europe"
"AZE",2006,8484550,"Asia"
"BDI",2006,7675338,"Africa"
"BEL",2006,10547958,"Europe"
"BEN",2006,8216896,"Africa"
"BFA",2006,13829177,"Africa"
"BGD",2006,145368004,"Asia"
"BGR",2006,7601022,"Europe"
"BHR",2006,958414,"Asia"
"BHS",2006,335830,"Americas"
"BIH",2006,3779468,"Europe"
"BLR",2006,9604924,"Europe"
"BLZ",2006,290747,"Americas"
"BMU",2006,64523,"Americas"
"BOL",2006,9283334,"Americas"
"BRA",2006,189012412,"Americas"
"BRB",2006,275039,"Americas"
"BRN",2006,370250,"Asia"
"BTN",2006,672228,"Asia"
"BWA",2006,1884238,"Africa"
"CAF",2006,4201758,"Africa"
"CAN",2006,32570505,"Americas"
"CHE",2006,7483934,"Europe"
"CHL",2006,16319792,"Americas"
"CHN",2006,1311020000,"Asia"
"CIV",2006,18699435,"Africa"
"CMR",2006,17899562,"Africa"
"COD",2006,56543011,"Africa"
"COG",2006,3842365,"Africa"
"COL",2006,43835722,"Americas"
"COM",2006,626425,"Africa"
"CPV",2006,480795,"Africa"
"CRI",2006,4308794,"Americas"
"CUB",2006,11296233,"Americas"
"CUW",2006,141239,"Americas"
"CYM",2006,50031,"Americas"
"CYP",2006,1045509,"Asia"
"CZE",2006,10238905,"Europe"
"DEU",2006,82376451,"Europe"
"DJI",2006,796208,"Africa"
"DMA",2006,70807,"Americas"
"DNK",2006,5437272,"Europe"
"DOM",2006,9371338,"Americas"
"DZA",2006,33777915,"Africa"
"ECU",2006,13967480,"Americas"
"EGY",2006,78159048,"Africa"
"ERI",2006,4066648,"Africa"
"ESP",2006,44397319,"Europe"
"EST",2006,1346810,"Europe"
"ETH",2006,78850689,"Africa"
"FIN",2006,5266268,"Europe"
"FJI",2006,827411,"Oceania"
"FRA",2006,63621376,"Europe"
"FRO",2006,48383,"Europe"
"FSM",2006,105684,"Oceania"
"GAB",2006,1444844,"Africa"
"GBR",2006,60846820,"Europe"
"GEO",2006,4136000,"Asia"
"GHA",2006,22113425,"Africa"
"GIB",2006,32296,"Europe"
"GIN",2006,9881428,"Africa"
"GMB",2006,1491021,"Africa"
"GNB",2006,1412669,"Africa"
"GNQ",2006,792217,"Africa"
"GRC",2006,11020362,"Europe"
"GRD",2006,103259,"Americas"
"GRL",2006,56774,"Americas"
"GTM",2006,13397008,"Americas"
"GUM",2006,158648,"Oceania"
"GUY",2006,749601,"Americas"
"HKG",2006,6857100,"Asia"
"HND",2006,7541406,"Americas"
"HRV",2006,4440000,"Europe"
"HTI",2006,9409457,"Americas"
"HUN",2006,10071370,"Europe"
"IDN",2006,229838202,"Asia"
"IMN",2006,76914,"Europe"
"IND",2006,1161977719,"Asia"
"IRL",2006,4273591,"Europe"
"IRN",2006,71227880,"Asia"
"IRQ",2006,27697912,"Asia"
"ISL",2006,303782,"Europe"
"ISR",2006,7053700,"Asia"
"ITA",2006,58143979,"Europe"
"JAM",2006,2760279,"Americas"
"JOR",2006,5934232,"Asia"
"JPN",2006,127854000,"Asia"
"KAZ",2006,15308084,"Asia"
"KEN",2006,37052050,"Africa"
"KGZ",2006,5218400,"Asia"
"KHM",2006,13474489,"Asia"
"KIR",2006,94260,"Oceania"
"KNA",2006,49210,"Americas"
"KOR",2006,48438292,"Asia"
"KWT",2006,2377258,"Asia"
"LAO",2006,5849356,"Asia"
"LBN",2006,4057350,"Asia"
"LBR",2006,3375838,"Africa"
"LBY",2006,5881435,"Africa"
"LCA",2006,165407,"Americas"
"LIE",2006,35095,"Europe"
"LKA",2006,19520000,"Asia"
"LSO",2006,1965662,"Africa"
"LTU",2006,3269909,"Europe"
"LUX",2006,472637,"Europe"
"LVA",2006,2218357,"Europe"
"MAC",2006,493320,"Asia"
"MAF",2006,28414,"Americas"
"MAR",2006,30869346,"Africa"
"MCO",2006,34408,"Europe"
"MDA",2006,3585209,"Europe"
"MDG",2006,18880268,"Africa"
"MDV",2006,333000,"Asia"
"MEX",2006,110092378,"Americas"
"MHL",2006,52078,"Oceania"
"MKD",2006,2063145,"Europe"
"MLI",2006,13227064,"Africa"
"MLT",2006,405308,"Europe"
"MMR",2006,48846474,"Asia"
"MNE",2006,615025,"Europe"
"MNG",2006,2558012,"Asia"
"MNP",2006,61688,"Oceania"
"MOZ",2006,21547463,"Africa"
"MRT",2006,3220653,"Africa"
"MUS",2006,1233996,"Africa"
"MWI",2006,13429262,"Africa"
"MYS",2006,26143566,"Asia"
"NAM",2006,2055734,"Africa"
"NCL",2006,235000,"Oceania"
"NER",2006,14132064,"Africa"
"NGA",2006,142614094,"Africa"
"NIC",2006,5450211,"Americas"
"NLD",2006,16346101,"Europe"
"NOR",2006,4660677,"Europe"
"NPL",2006,25940618,"Asia"
"NRU",2006,10101,"Oceania"
"NZL",2006,4184600,"Oceania"
"OMN",2006,2582991,"Asia"
"PAK",2006,157093993,"Asia"
"PAN",2006,3391905,"Americas"
"PER",2006,27949944,"Americas"
"PHL",2006,87809419,"Asia"
"PLW",2006,20012,"Oceania"
"PNG",2006,6470272,"Oceania"
"POL",2006,38141267,"Europe"
"PRI",2006,3805214,"Americas"
"PRK",2006,24061097,"Asia"
"PRT",2006,10522288,"Europe"
"PRY",2006,5882796,"Americas"
"PSE",2006,3406334,"Asia"
"PYF",2006,257832,"Oceania"
"QAT",2006,1010382,"Asia"
"ROU",2006,21193760,"Europe"
"RUS",2006,143049528,"Europe"
"RWA",2006,9206580,"Africa"
"SAU",2006,24578301,"Asia"
"SDN",2006,31607064,"Africa"
"SEN",2006,11556763,"Africa"
"SGP",2006,4401365,"Asia"
"SLB",2006,481422,"Oceania"
"SLE",2006,5848692,"Africa"
"SLV",2006,6056478,"Americas"
"SMR",2006,29614,"Europe"
"SOM",2006,10718317,"Africa"
"SRB",2006,7411569,"Europe"
"SSD",2006,8468152,"Africa"
"STP",2006,159328,"Africa"
"SUR",2006,504307,"Americas"
"SVK",2006,5373054,"Europe"
"SVN",2006,2006868,"Europe"
"SWE",2006,9080505,"Europe"
"SWZ",2006,1120514,"Africa"
"SXM",2006,38270,"Americas"
"SYC",2006,84600,"Africa"
"SYR",2006,18914977,"Asia"
"TCA",2006,27642,"Americas"
"TCD",2006,10421597,"Africa"
"TGO",2006,5837792,"Africa"
"THA",2006,65824164,"Asia"
"TJK",2006,7000557,"Asia"
"TKM",2006,4810105,"Asia"
"TLS",2006,1048621,"Asia"
"TON",2006,101689,"Oceania"
"TTO",2006,1303144,"Americas"
"TUN",2006,10196136,"Africa"
"TUR",2006,68763405,"Asia"
"TUV",2006,10137,"Oceania"
"TZA",2006,40634948,"Africa"
"UGA",2006,29550662,"Africa"
"UKR",2006,46787750,"Europe"
"URY",2006,3331043,"Americas"
"USA",2006,298379912,"Americas"
"UZB",2006,26488250,"Asia"
"VCT",2006,108907,"Americas"
"VEN",2006,27239168,"Americas"
"VGB",2006,23905,"Americas"
"VIR",2006,107700,"Americas"
"VNM",2006,83311200,"Asia"
"VUT",2006,214634,"Oceania"
"WSM",2006,181094,"Oceania"
"YEM",2006,21160534,"Asia"
"ZAF",2006,48233804.4849866,"Africa"
"ZMB",2006,12383446,"Africa"
"ZWE",2006,13124267,"Africa"
"ABW",2007,101220,"Americas"
"AFG",2007,26616792,"Asia"
"AGO",2007,20997687,"Africa"
"ALB",2007,2970017,"Europe"
"AND",2007,82683,"Europe"
"ARE",2007,6044067,"Asia"
"ARG",2007,39970224,"Americas"
"ARM",2007,2933056,"Asia"
"ASM",2007,57903,"Oceania"
"ATG",2007,91381,"Americas"
"AUS",2007,20827600,"Oceania"
"AUT",2007,8295487,"Europe"
"AZE",2007,8581300,"Asia"
"BDI",2007,7939573,"Africa"
"BEL",2007,10625700,"Europe"
"BEN",2007,8454791,"Africa"
"BFA",2007,14252021,"Africa"
"BGD",2007,147139191,"Asia"
"BGR",2007,7545338,"Europe"
"BHR",2007,1035891,"Asia"
"BHS",2007,342328,"Americas"
"BIH",2007,3774000,"Europe"
"BLR",2007,9560953,"Europe"
"BLZ",2007,298407,"Americas"
"BMU",2007,64888,"Americas"
"BOL",2007,9441444,"Americas"
"BRA",2007,191026637,"Americas"
"BRB",2007,276150,"Americas"
"BRN",2007,374864,"Asia"
"BTN",2007,686958,"Asia"
"BWA",2007,1914414,"Africa"
"CAF",2007,4275800,"Africa"
"CAN",2007,32887928,"Americas"
"CHE",2007,7551117,"Europe"
"CHL",2007,16491687,"Americas"
"CHN",2007,1317885000,"Asia"
"CIV",2007,19085941,"Africa"
"CMR",2007,18395389,"Africa"
"COD",2007,58417562,"Africa"
"COG",2007,3976246,"Africa"
"COL",2007,44374572,"Americas"
"COM",2007,641620,"Africa"
"CPV",2007,486438,"Africa"
"CRI",2007,4369469,"Americas"
"CUB",2007,11303687,"Americas"
"CUW",2007,144056,"Americas"
"CYM",2007,51483,"Americas"
"CYP",2007,1063712,"Asia"
"CZE",2007,10298828,"Europe"
"DEU",2007,82266372,"Europe"
"DJI",2007,809402,"Africa"
"DMA",2007,70950,"Americas"
"DNK",2007,5461438,"Europe"
"DOM",2007,9504353,"Americas"
"DZA",2007,34300076,"Africa"
"ECU",2007,14205453,"Americas"
"EGY",2007,79537253,"Africa"
"ERI",2007,4153332,"Africa"
"ESP",2007,45226803,"Europe"
"EST",2007,1340680,"Europe"
"ETH",2007,81000409,"Africa"
"FIN",2007,5288720,"Europe"
"FJI",2007,834812,"Oceania"
"FRA",2007,64016229,"Europe"
"FRO",2007,48448,"Europe"
"FSM",2007,105078,"Oceania"
"GAB",2007,1489193,"Africa"
"GBR",2007,61322463,"Europe"
"GEO",2007,4082000,"Asia"
"GHA",2007,22700212,"Africa"
"GIB",2007,32510,"Europe"
"GIN",2007,10096727,"Africa"
"GMB",2007,1539116,"Africa"
"GNB",2007,1445958,"Africa"
"GNQ",2007,829327,"Africa"
"GRC",2007,11048473,"Europe"
"GRD",2007,103586,"Americas"
"GRL",2007,56555,"Americas"
"GTM",2007,13700286,"Americas"
"GUM",2007,158855,"Oceania"
"GUY",2007,747869,"Americas"
"HKG",2007,6916300,"Asia"
"HND",2007,7707972,"Americas"
"HRV",2007,4436000,"Europe"
"HTI",2007,9556889,"Americas"
"HUN",2007,10055780,"Europe"
"IDN",2007,232989141,"Asia"
"IMN",2007,77727,"Europe"
"IND",2007,1179681239,"Asia"
"IRL",2007,4398942,"Europe"
"IRN",2007,72031103,"Asia"
"IRQ",2007,28390433,"Asia"
"ISL",2007,311566,"Europe"
"ISR",2007,7180100,"Asia"
"ITA",2007,58438310,"Europe"
"JAM",2007,2775467,"Americas"
"JOR",2007,6193191,"Asia"
"JPN",2007,128001000,"Asia"
"KAZ",2007,15484192,"Asia"
"KEN",2007,38085909,"Africa"
"KGZ",2007,5268400,"Asia"
"KHM",2007,13676693,"Asia"
"KIR",2007,96311,"Oceania"
"KNA",2007,49783,"Americas"
"KOR",2007,48683638,"Asia"
"KWT",2007,2503410,"Asia"
"LAO",2007,5949787,"Asia"
"LBN",2007,4086466,"Asia"
"LBR",2007,3512932,"Africa"
"LBY",2007,5970362,"Africa"
"LCA",2007,167288,"Americas"
"LIE",2007,35322,"Europe"
"LKA",2007,19668000,"Asia"
"LSO",2007,1982287,"Africa"
"LTU",2007,3231294,"Europe"
"LUX",2007,479993,"Europe"
"LVA",2007,2200325,"Europe"
"MAC",2007,503823,"Asia"
"MAF",2007,28905,"Americas"
"MAR",2007,31225881,"Africa"
"MCO",2007,35111,"Europe"
"MDA",2007,3576910,"Europe"
"MDG",2007,19433523,"Africa"
"MDV",2007,349000,"Asia"
"MEX",2007,111836346,"Americas"
"MHL",2007,52137,"Oceania"
"MKD",2007,2065458,"Europe"
"MLI",2007,13675606,"Africa"
"MLT",2007,406724,"Europe"
"MMR",2007,49171586,"Asia"
"MNE",2007,615875,"Europe"
"MNG",2007,2591670,"Asia"
"MNP",2007,59513,"Oceania"
"MOZ",2007,22188387,"Africa"
"MRT",2007,3312665,"Africa"
"MUS",2007,1239630,"Africa"
"MWI",2007,13840969,"Africa"
"MYS",2007,26625845,"Asia"
"NAM",2007,2079915,"Africa"
"NCL",2007,238000,"Oceania"
"NER",2007,14668338,"Africa"
"NGA",2007,146417024,"Africa"
"NIC",2007,5522106,"Americas"
"NLD",2007,16381696,"Europe"
"NOR",2007,4709153,"Europe"
"NPL",2007,26214847,"Asia"
"NRU",2007,10075,"Oceania"
"NZL",2007,4223800,"Oceania"
"OMN",2007,2662762,"Asia"
"PAK",2007,160332974,"Asia"
"PAN",2007,3453807,"Americas"
"PER",2007,28292724,"Americas"
"PHL",2007,89293490,"Asia"
"PLW",2007,20116,"Oceania"
"PNG",2007,6627922,"Oceania"
"POL",2007,38120560,"Europe"
"PRI",2007,3782995,"Americas"
"PRK",2007,24203289,"Asia"
"PRT",2007,10542964,"Europe"
"PRY",2007,5966159,"Americas"
"PSE",2007,3494496,"Asia"
"PYF",2007,260594,"Oceania"
"QAT",2007,1189633,"Asia"
"ROU",2007,20882982,"Europe"
"RUS",2007,142805088,"Europe"
"RWA",2007,9447402,"Africa"
"SAU",2007,25252569,"Asia"
"SDN",2007,32282526,"Africa"
"SEN",2007,11873557,"Africa"
"SGP",2007,4588599,"Asia"
"SLB",2007,492940,"Oceania"
"SLE",2007,6015417,"Africa"
"SLV",2007,6083475,"Americas"
"SMR",2007,29977,"Europe"
"SOM",2007,11038596,"Africa"
"SRB",2007,7381579,"Europe"
"SSD",2007,8856800,"Africa"
"STP",2007,163101,"Africa"
"SUR",2007,509705,"Americas"
"SVK",2007,5374622,"Europe"
"SVN",2007,2018122,"Europe"
"SWE",2007,9148092,"Europe"
"SWZ",2007,1138434,"Africa"
"SXM",2007,39462,"Americas"
"SYC",2007,85033,"Africa"
"SYR",2007,19632806,"Asia"
"TCA",2007,28640,"Americas"
"TCD",2007,10775708,"Africa"
"TGO",2007,5997385,"Africa"
"THA",2007,66195615,"Asia"
"TJK",2007,7152385,"Asia"
"TKM",2007,4870137,"Asia"
"TLS",2007,1064973,"Asia"
"TON",2007,102357,"Oceania"
"TTO",2007,1309260,"Americas"
"TUN",2007,10298087,"Africa"
"TUR",2007,69597281,"Asia"
"TUV",2007,10243,"Oceania"
"TZA",2007,41923715,"Africa"
"UGA",2007,30590487,"Africa"
"UKR",2007,46509350,"Europe"
"URY",2007,3339741,"Americas"
"USA",2007,301231207,"Americas"
"UZB",2007,26868000,"Asia"
"VCT",2007,109047,"Americas"
"VEN",2007,27691965,"Americas"
"VGB",2007,24731,"Americas"
"VIR",2007,107423,"Americas"
"VNM",2007,84218500,"Asia"
"VUT",2007,219953,"Oceania"
"WSM",2007,182286,"Oceania"
"YEM",2007,21751605,"Asia"
"ZAF",2007,48883844.9909288,"Africa"
"ZMB",2007,12725974,"Africa"
"ZWE",2007,13329909,"Africa"
"ABW",2008,101353,"Americas"
"AFG",2008,27294031,"Asia"
"AGO",2008,21759420,"Africa"
"ALB",2008,2947314,"Europe"
"AND",2008,83861,"Europe"
"ARE",2008,6894278,"Asia"
"ARG",2008,40382389,"Americas"
"ARM",2008,2908220,"Asia"
"ASM",2008,57030,"Oceania"
"ATG",2008,92478,"Americas"
"AUS",2008,21249200,"Oceania"
"AUT",2008,8321496,"Europe"
"AZE",2008,8763400,"Asia"
"BDI",2008,8212264,"Africa"
"BEL",2008,10709973,"Europe"
"BEN",2008,8696916,"Africa"
"BFA",2008,14689726,"Africa"
"BGD",2008,148805814,"Asia"
"BGR",2008,7492561,"Europe"
"BHR",2008,1114590,"Asia"
"BHS",2008,348676,"Americas"
"BIH",2008,3763599,"Europe"
"BLR",2008,9527985,"Europe"
"BLZ",2008,306165,"Americas"
"BMU",2008,65273,"Americas"
"BOL",2008,9599855,"Americas"
"BRA",2008,192979029,"Americas"
"BRB",2008,277319,"Americas"
"BRN",2008,379252,"Asia"
"BTN",2008,700950,"Asia"
"BWA",2008,1946351,"Africa"
"CAF",2008,4345386,"Africa"
"CAN",2008,33245773,"Americas"
"CHE",2008,7647675,"Europe"
"CHL",2008,16661942,"Americas"
"CHN",2008,1324655000,"Asia"
"CIV",2008,19497986,"Africa"
"CMR",2008,18907008,"Africa"
"COD",2008,60373608,"Africa"
"COG",2008,4115435,"Africa"
"COL",2008,44901544,"Americas"
"COM",2008,657229,"Africa"
"CPV",2008,491723,"Africa"
"CRI",2008,4429508,"Americas"
"CUB",2008,11309754,"Americas"
"CUW",2008,145880,"Americas"
"CYM",2008,52926,"Americas"
"CYP",2008,1081563,"Asia"
"CZE",2008,10384603,"Europe"
"DEU",2008,82110097,"Europe"
"DJI",2008,822934,"Africa"
"DMA",2008,71074,"Americas"
"DNK",2008,5493621,"Europe"
"DOM",2008,9636520,"Americas"
"DZA",2008,34860715,"Africa"
"ECU",2008,14447562,"Americas"
"EGY",2008,80953881,"Africa"
"ERI",2008,4232636,"Africa"
"ESP",2008,45954106,"Europe"
"EST",2008,1337090,"Europe"
"ETH",2008,83184892,"Africa"
"FIN",2008,5313399,"Europe"
"FJI",2008,843340,"Oceania"
"FRA",2008,64374990,"Europe"
"FRO",2008,48485,"Europe"
"FSM",2008,104478,"Oceania"
"GAB",2008,1536411,"Africa"
"GBR",2008,61806995,"Europe"
"GEO",2008,4030000,"Asia"
"GHA",2008,23298640,"Africa"
"GIB",2008,32732,"Europe"
"GIN",2008,10323142,"Africa"
"GMB",2008,1588572,"Africa"
"GNB",2008,1480841,"Africa"
"GNQ",2008,868418,"Africa"
"GRC",2008,11077841,"Europe"
"GRD",2008,103930,"Americas"
"GRL",2008,56328,"Americas"
"GTM",2008,14006366,"Americas"
"GUM",2008,159035,"Oceania"
"GUY",2008,746314,"Americas"
"HKG",2008,6957800,"Asia"
"HND",2008,7872658,"Americas"
"HRV",2008,4434508,"Europe"
"HTI",2008,9705029,"Americas"
"HUN",2008,10038188,"Europe"
"IDN",2008,236159276,"Asia"
"IMN",2008,78534,"Europe"
"IND",2008,1197146906,"Asia"
"IRL",2008,4489544,"Europe"
"IRN",2008,72845542,"Asia"
"IRQ",2008,29111417,"Asia"
"ISL",2008,317414,"Europe"
"ISR",2008,7308800,"Asia"
"ITA",2008,58826731,"Europe"
"JAM",2008,2790122,"Americas"
"JOR",2008,6489822,"Asia"
"JPN",2008,128063000,"Asia"
"KAZ",2008,15674000,"Asia"
"KEN",2008,39148416,"Africa"
"KGZ",2008,5318700,"Asia"
"KHM",2008,13880509,"Asia"
"KIR",2008,98440,"Oceania"
"KNA",2008,50332,"Americas"
"KOR",2008,49054708,"Asia"
"KWT",2008,2652340,"Asia"
"LAO",2008,6052190,"Asia"
"LBN",2008,4111047,"Asia"
"LBR",2008,3662993,"Africa"
"LBY",2008,6053078,"Africa"
"LCA",2008,169220,"Americas"
"LIE",2008,35541,"Europe"
"LKA",2008,19817000,"Asia"
"LSO",2008,1999930,"Africa"
"LTU",2008,3198231,"Europe"
"LUX",2008,488650,"Europe"
"LVA",2008,2177322,"Europe"
"MAC",2008,514348,"Asia"
"MAF",2008,29376,"Americas"
"MAR",2008,31596855,"Africa"
"MCO",2008,35853,"Europe"
"MDA",2008,3570108,"Europe"
"MDG",2008,19996469,"Africa"
"MDV",2008,362000,"Asia"
"MEX",2008,113661809,"Americas"
"MHL",2008,52218,"Oceania"
"MKD",2008,2067378,"Europe"
"MLI",2008,14138216,"Africa"
"MLT",2008,409379,"Europe"
"MMR",2008,49479752,"Asia"
"MNE",2008,616969,"Europe"
"MNG",2008,2628131,"Asia"
"MNP",2008,57431,"Oceania"
"MOZ",2008,22846758,"Africa"
"MRT",2008,3407541,"Africa"
"MUS",2008,1244121,"Africa"
"MWI",2008,14271234,"Africa"
"MYS",2008,27111069,"Asia"
"NAM",2008,2106375,"Africa"
"NCL",2008,242000,"Oceania"
"NER",2008,15228525,"Africa"
"NGA",2008,150347390,"Africa"
"NIC",2008,5594506,"Americas"
"NLD",2008,16445593,"Europe"
"NOR",2008,4768212,"Europe"
"NPL",2008,26475859,"Asia"
"NRU",2008,10047,"Oceania"
"NZL",2008,4259800,"Oceania"
"OMN",2008,2759014,"Asia"
"PAK",2008,163644603,"Asia"
"PAN",2008,3516268,"Americas"
"PER",2008,28641980,"Americas"
"PHL",2008,90751864,"Asia"
"PLW",2008,20228,"Oceania"
"PNG",2008,6787187,"Oceania"
"POL",2008,38125759,"Europe"
"PRI",2008,3760866,"Americas"
"PRK",2008,24335146,"Asia"
"PRT",2008,10558177,"Europe"
"PRY",2008,6047117,"Americas"
"PSE",2008,3596688,"Asia"
"PYF",2008,263179,"Oceania"
"QAT",2008,1389342,"Asia"
"ROU",2008,20537875,"Europe"
"RUS",2008,142742350,"Europe"
